ExonType	WEFRange	Junction	OccurenceRange	OccureneceTotal	OccureneceFreq	cumulativeCount	cumulativeFreq
cons_alt	0.5_0.75	HH	0.801_0.9	3	0.05	41	0.683
cons_alt	0.5_0.75	HH	0.901_1.0	19	0.317	60	1.0
cons_alt	0.75_1.01	CC	0_0.1	6	0.043	6	0.043
cons_alt	0.75_1.01	CC	0.101_0.2	20	0.145	26	0.188
cons_alt	0.75_1.01	CC	0.201_0.3	10	0.072	36	0.261
cons_alt	0.75_1.01	CC	0.301_0.4	11	0.08	47	0.341
cons_alt	0.75_1.01	CC	0.401_0.5	15	0.109	62	0.449
cons_alt	0.75_1.01	CC	0.501_0.6	5	0.036	67	0.486
cons_alt	0.75_1.01	CC	0.601_0.7	8	0.058	75	0.543
cons_alt	0.75_1.01	CC	0.701_0.8	11	0.08	86	0.623
cons_alt	0.75_1.01	CC	0.801_0.9	11	0.08	97	0.703
cons_alt	0.75_1.01	CC	0.901_1.0	41	0.297	138	1.0
cons_alt	0.75_1.01	EE	0_0.1	3	0.086	3	0.086
cons_alt	0.75_1.01	EE	0.101_0.2	11	0.314	14	0.4
cons_alt	0.75_1.01	EE	0.201_0.3	5	0.143	19	0.543
cons_alt	0.75_1.01	EE	0.301_0.4	0	0.0	19	0.543
cons_alt	0.75_1.01	EE	0.401_0.5	5	0.143	24	0.686
cons_alt	0.75_1.01	EE	0.501_0.6	2	0.057	26	0.743
cons_alt	0.75_1.01	EE	0.601_0.7	0	0.0	26	0.743
cons_alt	0.75_1.01	EE	0.701_0.8	2	0.057	28	0.8
cons_alt	0.75_1.01	EE	0.801_0.9	4	0.114	32	0.914
cons_alt	0.75_1.01	EE	0.901_1.0	3	0.086	35	1.0
cons_alt	0.75_1.01	HH	0_0.1	8	0.079	8	0.079
cons_alt	0.75_1.01	HH	0.101_0.2	15	0.149	23	0.228
cons_alt	0.75_1.01	HH	0.201_0.3	13	0.129	36	0.356
cons_alt	0.75_1.01	HH	0.301_0.4	9	0.089	45	0.446
cons_alt	0.75_1.01	HH	0.401_0.5	14	0.139	59	0.584
cons_alt	0.75_1.01	HH	0.501_0.6	3	0.03	62	0.614
cons_alt	0.75_1.01	HH	0.601_0.7	3	0.03	65	0.644
cons_alt	0.75_1.01	HH	0.701_0.8	6	0.059	71	0.703
cons_alt	0.75_1.01	HH	0.801_0.9	10	0.099	81	0.802
cons_alt	0.75_1.01	HH	0.901_1.0	20	0.198	101	1.0
cons_alt	0.25_0.5	CC	0_0.1	0	0.0	0	0.0
cons_alt	0.25_0.5	CC	0.101_0.2	2	0.057	2	0.057
cons_alt	0.25_0.5	CC	0.201_0.3	2	0.057	4	0.114
cons_alt	0.25_0.5	CC	0.301_0.4	4	0.114	8	0.229
cons_alt	0.25_0.5	CC	0.401_0.5	3	0.086	11	0.314
cons_alt	0.25_0.5	CC	0.501_0.6	2	0.057	13	0.371
cons_alt	0.25_0.5	CC	0.601_0.7	4	0.114	17	0.486
cons_alt	0.25_0.5	CC	0.701_0.8	1	0.029	18	0.514
cons_alt	0.25_0.5	CC	0.801_0.9	0	0.0	18	0.514
cons_alt	0.25_0.5	CC	0.901_1.0	17	0.486	35	1.0
cons_alt	0.25_0.5	EE	0_0.1	0	0.0	0	0.0
cons_alt	0.25_0.5	EE	0.101_0.2	0	0.0	0	0.0
cons_alt	0.25_0.5	EE	0.201_0.3	0	0.0	0	0.0
cons_alt	0.25_0.5	EE	0.301_0.4	2	1.0	2	1.0
cons_alt	0.25_0.5	EE	0.401_0.5	0	0.0	2	1.0
cons_alt	0.25_0.5	EE	0.501_0.6	0	0.0	2	1.0
cons_alt	0.25_0.5	EE	0.601_0.7	0	0.0	2	1.0
cons_alt	0.25_0.5	EE	0.701_0.8	0	0.0	2	1.0
cons_alt	0.25_0.5	EE	0.801_0.9	0	0.0	2	1.0
cons_alt	0.25_0.5	EE	0.901_1.0	0	0.0	2	1.0
cons_alt	0.25_0.5	HH	0_0.1	0	0.0	0	0.0
cons_alt	0.25_0.5	HH	0.101_0.2	4	0.19	4	0.19
cons_alt	0.25_0.5	HH	0.201_0.3	2	0.095	6	0.286
cons_alt	0.25_0.5	HH	0.301_0.4	1	0.048	7	0.333
cons_alt	0.25_0.5	HH	0.401_0.5	3	0.143	10	0.476
cons_alt	0.25_0.5	HH	0.501_0.6	2	0.095	12	0.571
cons_alt	0.25_0.5	HH	0.601_0.7	0	0.0	12	0.571
cons_alt	0.25_0.5	HH	0.701_0.8	1	0.048	13	0.619
cons_alt	0.25_0.5	HH	0.801_0.9	0	0.0	13	0.619
cons_alt	0.25_0.5	HH	0.901_1.0	8	0.381	21	1.0
