ExonType	WEFRange	Junction	OccurenceRange	OccureneceTotal	OccureneceFreq	cumulativeCount	cumulativeFreq
alt_alt	0.25_0.5	EE	0.601_0.7	48	0.065	573	0.779
alt_alt	0.25_0.5	EE	0.701_0.8	36	0.049	609	0.827
alt_alt	0.25_0.5	EE	0.801_0.9	17	0.023	626	0.851
alt_alt	0.25_0.5	EE	0.901_1.0	110	0.149	736	1.0
alt_alt	0.25_0.5	HH	0_0.1	52	0.028	52	0.028
alt_alt	0.25_0.5	HH	0.101_0.2	199	0.107	251	0.135
alt_alt	0.25_0.5	HH	0.201_0.3	143	0.077	394	0.213
alt_alt	0.25_0.5	HH	0.301_0.4	223	0.12	617	0.333
alt_alt	0.25_0.5	HH	0.401_0.5	175	0.094	792	0.427
alt_alt	0.25_0.5	HH	0.501_0.6	78	0.042	870	0.47
alt_alt	0.25_0.5	HH	0.601_0.7	179	0.097	1049	0.566
alt_alt	0.25_0.5	HH	0.701_0.8	126	0.068	1175	0.634
alt_alt	0.25_0.5	HH	0.801_0.9	63	0.034	1238	0.668
alt_alt	0.25_0.5	HH	0.901_1.0	615	0.332	1853	1.0
alt_alt	0.75_1.01	CC	0_0.1	602	0.059	602	0.059
alt_alt	0.75_1.01	CC	0.101_0.2	1177	0.116	1779	0.175
alt_alt	0.75_1.01	CC	0.201_0.3	943	0.093	2722	0.268
alt_alt	0.75_1.01	CC	0.301_0.4	798	0.078	3520	0.346
alt_alt	0.75_1.01	CC	0.401_0.5	914	0.09	4434	0.436
alt_alt	0.75_1.01	CC	0.501_0.6	617	0.061	5051	0.497
alt_alt	0.75_1.01	CC	0.601_0.7	550	0.054	5601	0.551
alt_alt	0.75_1.01	CC	0.701_0.8	795	0.078	6396	0.629
alt_alt	0.75_1.01	CC	0.801_0.9	672	0.066	7068	0.695
alt_alt	0.75_1.01	CC	0.901_1.0	3098	0.305	10166	1.0
alt_alt	0.75_1.01	EE	0_0.1	622	0.211	622	0.211
alt_alt	0.75_1.01	EE	0.101_0.2	781	0.265	1403	0.476
alt_alt	0.75_1.01	EE	0.201_0.3	415	0.141	1818	0.617
alt_alt	0.75_1.01	EE	0.301_0.4	283	0.096	2101	0.713
alt_alt	0.75_1.01	EE	0.401_0.5	255	0.087	2356	0.8
alt_alt	0.75_1.01	EE	0.501_0.6	102	0.035	2458	0.834
alt_alt	0.75_1.01	EE	0.601_0.7	97	0.033	2555	0.867
alt_alt	0.75_1.01	EE	0.701_0.8	115	0.039	2670	0.906
alt_alt	0.75_1.01	EE	0.801_0.9	94	0.032	2764	0.938
alt_alt	0.75_1.01	EE	0.901_1.0	182	0.062	2946	1.0
alt_alt	0.75_1.01	HH	0_0.1	624	0.089	624	0.089
alt_alt	0.75_1.01	HH	0.101_0.2	1057	0.151	1681	0.24
alt_alt	0.75_1.01	HH	0.201_0.3	755	0.108	2436	0.348
alt_alt	0.75_1.01	HH	0.301_0.4	594	0.085	3030	0.432
alt_alt	0.75_1.01	HH	0.401_0.5	657	0.094	3687	0.526
alt_alt	0.75_1.01	HH	0.501_0.6	396	0.057	4083	0.583
alt_alt	0.75_1.01	HH	0.601_0.7	338	0.048	4421	0.631
alt_alt	0.75_1.01	HH	0.701_0.8	533	0.076	4954	0.707
alt_alt	0.75_1.01	HH	0.801_0.9	421	0.06	5375	0.767
alt_alt	0.75_1.01	HH	0.901_1.0	1631	0.233	7006	1.0
alt_alt	0.5_0.75	CC	0_0.1	211	0.031	211	0.031
alt_alt	0.5_0.75	CC	0.101_0.2	701	0.102	912	0.132
alt_alt	0.5_0.75	CC	0.201_0.3	470	0.068	1382	0.201
alt_alt	0.5_0.75	CC	0.301_0.4	788	0.114	2170	0.315
alt_alt	0.5_0.75	CC	0.401_0.5	532	0.077	2702	0.392
alt_alt	0.5_0.75	CC	0.501_0.6	336	0.049	3038	0.441
alt_alt	0.5_0.75	CC	0.601_0.7	605	0.088	3643	0.529
alt_alt	0.5_0.75	CC	0.701_0.8	492	0.071	4135	0.6
alt_alt	0.5_0.75	CC	0.801_0.9	328	0.048	4463	0.648
alt_alt	0.5_0.75	CC	0.901_1.0	2427	0.352	6890	1.0
alt_alt	0.5_0.75	EE	0_0.1	162	0.094	162	0.094
alt_alt	0.5_0.75	EE	0.101_0.2	410	0.237	572	0.331
alt_alt	0.5_0.75	EE	0.201_0.3	244	0.141	816	0.472
alt_alt	0.5_0.75	EE	0.301_0.4	310	0.179	1126	0.651
alt_alt	0.5_0.75	EE	0.401_0.5	132	0.076	1258	0.727
alt_alt	0.5_0.75	EE	0.501_0.6	70	0.04	1328	0.768
alt_alt	0.5_0.75	EE	0.601_0.7	107	0.062	1435	0.829
alt_alt	0.5_0.75	EE	0.701_0.8	78	0.045	1513	0.875
alt_alt	0.5_0.75	EE	0.801_0.9	47	0.027	1560	0.902
alt_alt	0.5_0.75	EE	0.901_1.0	170	0.098	1730	1.0
alt_alt	0.5_0.75	HH	0_0.1	170	0.037	170	0.037
alt_alt	0.5_0.75	HH	0.101_0.2	558	0.121	728	0.157
alt_alt	0.5_0.75	HH	0.201_0.3	400	0.086	1128	0.244
alt_alt	0.5_0.75	HH	0.301_0.4	626	0.135	1754	0.379
alt_alt	0.5_0.75	HH	0.401_0.5	417	0.09	2171	0.469
alt_alt	0.5_0.75	HH	0.501_0.6	204	0.044	2375	0.513
alt_alt	0.5_0.75	HH	0.601_0.7	415	0.09	2790	0.603
alt_alt	0.5_0.75	HH	0.701_0.8	303	0.065	3093	0.668
alt_alt	0.5_0.75	HH	0.801_0.9	244	0.053	3337	0.721
alt_alt	0.5_0.75	HH	0.901_1.0	1293	0.279	4630	1.0
cons_alt	0_0.25	CC	0_0.1	1	0.002	1	0.002
cons_alt	0_0.25	CC	0.101_0.2	9	0.018	10	0.02
cons_alt	0_0.25	CC	0.201_0.3	21	0.043	31	0.064
cons_alt	0_0.25	CC	0.301_0.4	57	0.117	88	0.18
cons_alt	0_0.25	CC	0.401_0.5	24	0.049	112	0.23
cons_alt	0_0.25	CC	0.501_0.6	13	0.027	125	0.256
cons_alt	0_0.25	CC	0.601_0.7	42	0.086	167	0.342
cons_alt	0_0.25	CC	0.701_0.8	26	0.053	193	0.395
cons_alt	0_0.25	CC	0.801_0.9	5	0.01	198	0.406
cons_alt	0_0.25	CC	0.901_1.0	290	0.594	488	1.0
cons_alt	0_0.25	EE	0_0.1	1	0.013	1	0.013
cons_alt	0_0.25	EE	0.101_0.2	8	0.1	9	0.113
cons_alt	0_0.25	EE	0.201_0.3	9	0.113	18	0.225
cons_alt	0_0.25	EE	0.301_0.4	25	0.313	43	0.537
cons_alt	0_0.25	EE	0.401_0.5	4	0.05	47	0.588
cons_alt	0_0.25	EE	0.501_0.6	2	0.025	49	0.613
cons_alt	0_0.25	EE	0.601_0.7	12	0.15	61	0.762
cons_alt	0_0.25	EE	0.701_0.8	2	0.025	63	0.787
cons_alt	0_0.25	EE	0.801_0.9	0	0.0	63	0.787
cons_alt	0_0.25	EE	0.901_1.0	17	0.212	80	1.0
cons_alt	0_0.25	HH	0_0.1	4	0.015	4	0.015
cons_alt	0_0.25	HH	0.101_0.2	12	0.045	16	0.061
cons_alt	0_0.25	HH	0.201_0.3	23	0.087	39	0.148
cons_alt	0_0.25	HH	0.301_0.4	43	0.163	82	0.311
cons_alt	0_0.25	HH	0.401_0.5	14	0.053	96	0.364
cons_alt	0_0.25	HH	0.501_0.6	6	0.023	102	0.386
cons_alt	0_0.25	HH	0.601_0.7	31	0.117	133	0.504
cons_alt	0_0.25	HH	0.701_0.8	8	0.03	141	0.534
cons_alt	0_0.25	HH	0.801_0.9	4	0.015	145	0.549
cons_alt	0_0.25	HH	0.901_1.0	119	0.451	264	1.0
cons_alt	0.25_0.5	CC	0_0.1	21	0.011	21	0.011
cons_alt	0.25_0.5	CC	0.101_0.2	107	0.057	128	0.068
cons_alt	0.25_0.5	CC	0.201_0.3	122	0.065	250	0.132
cons_alt	0.25_0.5	CC	0.301_0.4	229	0.121	479	0.254
cons_alt	0.25_0.5	CC	0.401_0.5	116	0.061	595	0.315
cons_alt	0.25_0.5	CC	0.501_0.6	54	0.029	649	0.344
cons_alt	0.25_0.5	CC	0.601_0.7	158	0.084	807	0.428
cons_alt	0.25_0.5	CC	0.701_0.8	108	0.057	915	0.485
cons_alt	0.25_0.5	CC	0.801_0.9	45	0.024	960	0.509
cons_alt	0.25_0.5	CC	0.901_1.0	927	0.491	1887	1.0
cons_alt	0.25_0.5	EE	0_0.1	20	0.051	20	0.051
cons_alt	0.25_0.5	EE	0.101_0.2	62	0.158	82	0.209
cons_alt	0.25_0.5	EE	0.201_0.3	43	0.109	125	0.318
cons_alt	0.25_0.5	EE	0.301_0.4	85	0.216	210	0.534
cons_alt	0.25_0.5	EE	0.401_0.5	44	0.112	254	0.646
cons_alt	0.25_0.5	EE	0.501_0.6	14	0.036	268	0.682
cons_alt	0.25_0.5	EE	0.601_0.7	30	0.076	298	0.758
cons_alt	0.25_0.5	EE	0.701_0.8	21	0.053	319	0.812
cons_alt	0.25_0.5	EE	0.801_0.9	3	0.008	322	0.819
cons_alt	0.25_0.5	EE	0.901_1.0	71	0.181	393	1.0
cons_alt	0.25_0.5	HH	0_0.1	28	0.026	28	0.026
cons_alt	0.25_0.5	HH	0.101_0.2	78	0.072	106	0.098
cons_alt	0.25_0.5	HH	0.201_0.3	82	0.076	188	0.173
cons_alt	0.25_0.5	HH	0.301_0.4	150	0.138	338	0.312
cons_alt	0.25_0.5	HH	0.401_0.5	96	0.089	434	0.4
cons_alt	0.25_0.5	HH	0.501_0.6	38	0.035	472	0.435
cons_alt	0.25_0.5	HH	0.601_0.7	99	0.091	571	0.527
cons_alt	0.25_0.5	HH	0.701_0.8	91	0.084	662	0.611
cons_alt	0.25_0.5	HH	0.801_0.9	29	0.027	691	0.637
cons_alt	0.25_0.5	HH	0.901_1.0	393	0.363	1084	1.0
cons_alt	0.75_1.01	CC	0_0.1	286	0.05	286	0.05
cons_alt	0.75_1.01	CC	0.101_0.2	609	0.108	895	0.158
cons_alt	0.75_1.01	CC	0.201_0.3	584	0.103	1479	0.261
cons_alt	0.75_1.01	CC	0.301_0.4	458	0.081	1937	0.342
cons_alt	0.75_1.01	CC	0.401_0.5	528	0.093	2465	0.435
cons_alt	0.75_1.01	CC	0.501_0.6	312	0.055	2777	0.49
cons_alt	0.75_1.01	CC	0.601_0.7	275	0.049	3052	0.539
cons_alt	0.75_1.01	CC	0.701_0.8	492	0.087	3544	0.626
cons_alt	0.75_1.01	CC	0.801_0.9	381	0.067	3925	0.693
cons_alt	0.75_1.01	CC	0.901_1.0	1740	0.307	5665	1.0
cons_alt	0.75_1.01	EE	0_0.1	268	0.175	268	0.175
cons_alt	0.75_1.01	EE	0.101_0.2	421	0.275	689	0.45
cons_alt	0.75_1.01	EE	0.201_0.3	223	0.146	912	0.596
cons_alt	0.75_1.01	EE	0.301_0.4	133	0.087	1045	0.683
cons_alt	0.75_1.01	EE	0.401_0.5	147	0.096	1192	0.779
cons_alt	0.75_1.01	EE	0.501_0.6	72	0.047	1264	0.826
cons_alt	0.75_1.01	EE	0.601_0.7	48	0.031	1312	0.857
cons_alt	0.75_1.01	EE	0.701_0.8	76	0.05	1388	0.907
cons_alt	0.75_1.01	EE	0.801_0.9	44	0.029	1432	0.935
cons_alt	0.75_1.01	EE	0.901_1.0	99	0.065	1531	1.0
cons_alt	0.75_1.01	HH	0_0.1	314	0.079	314	0.079
cons_alt	0.75_1.01	HH	0.101_0.2	565	0.143	879	0.222
cons_alt	0.75_1.01	HH	0.201_0.3	445	0.112	1324	0.334
cons_alt	0.75_1.01	HH	0.301_0.4	342	0.086	1666	0.42
cons_alt	0.75_1.01	HH	0.401_0.5	389	0.098	2055	0.519
cons_alt	0.75_1.01	HH	0.501_0.6	205	0.052	2260	0.57
cons_alt	0.75_1.01	HH	0.601_0.7	216	0.055	2476	0.625
cons_alt	0.75_1.01	HH	0.701_0.8	348	0.088	2824	0.713
cons_alt	0.75_1.01	HH	0.801_0.9	238	0.06	3062	0.773
cons_alt	0.75_1.01	HH	0.901_1.0	901	0.227	3963	1.0
cons_alt	0.5_0.75	CC	0_0.1	68	0.016	68	0.016
cons_alt	0.5_0.75	CC	0.101_0.2	353	0.082	421	0.097
cons_alt	0.5_0.75	CC	0.201_0.3	262	0.061	683	0.158
cons_alt	0.5_0.75	CC	0.301_0.4	568	0.131	1251	0.289
cons_alt	0.5_0.75	CC	0.401_0.5	251	0.058	1502	0.348
cons_alt	0.5_0.75	CC	0.501_0.6	152	0.035	1654	0.383
cons_alt	0.5_0.75	CC	0.601_0.7	410	0.095	2064	0.478
cons_alt	0.5_0.75	CC	0.701_0.8	260	0.06	2324	0.538
cons_alt	0.5_0.75	CC	0.801_0.9	179	0.041	2503	0.579
cons_alt	0.5_0.75	CC	0.901_1.0	1819	0.421	4322	1.0
cons_alt	0.5_0.75	EE	0_0.1	85	0.081	85	0.081
cons_alt	0.5_0.75	EE	0.101_0.2	198	0.188	283	0.269
cons_alt	0.5_0.75	EE	0.201_0.3	120	0.114	403	0.382
cons_alt	0.5_0.75	EE	0.301_0.4	237	0.225	640	0.607
cons_alt	0.5_0.75	EE	0.401_0.5	81	0.077	721	0.684
cons_alt	0.5_0.75	EE	0.501_0.6	35	0.033	756	0.717
cons_alt	0.5_0.75	EE	0.601_0.7	87	0.083	843	0.8
cons_alt	0.5_0.75	EE	0.701_0.8	44	0.042	887	0.842
cons_alt	0.5_0.75	EE	0.801_0.9	24	0.023	911	0.864
cons_alt	0.5_0.75	EE	0.901_1.0	143	0.136	1054	1.0
cons_alt	0.5_0.75	HH	0_0.1	78	0.029	78	0.029
cons_alt	0.5_0.75	HH	0.101_0.2	281	0.105	359	0.134
cons_alt	0.5_0.75	HH	0.201_0.3	213	0.08	572	0.214
cons_alt	0.5_0.75	HH	0.301_0.4	431	0.161	1003	0.375
cons_alt	0.5_0.75	HH	0.401_0.5	176	0.066	1179	0.441
cons_alt	0.5_0.75	HH	0.501_0.6	114	0.043	1293	0.484
cons_alt	0.5_0.75	HH	0.601_0.7	299	0.112	1592	0.595
cons_alt	0.5_0.75	HH	0.701_0.8	169	0.063	1761	0.659
cons_alt	0.5_0.75	HH	0.801_0.9	99	0.037	1860	0.696
cons_alt	0.5_0.75	HH	0.901_1.0	814	0.304	2674	1.0
